Teorica,PESO PRENDA,LARGO DE CUERPO,AREA,DE_MODELO
401,154,37,3145,TOP2 V
353,179,46.5,3813,TOP2 V
170,18.5,23.5,1903.5,SM8 TOP-2S
385,2.58,75,6450,SM8 TOP-2S
316,91,23.5,2350,SM8 TOP-2S
196,117,40,3680,SM8 TOP-2S
161,85,37,2072,SM8 TOP-2S
189,88,11,836,SM8 TOP-2S
438,225,126,8316,SM8 TOP-2S
191,41,2,172,SM8 TOP-2S
237,106,37.5,2737.5,SM8 TOP-2S
283,93,47,3478,SM8 TOP-2S
438,165,109,8175,SM8 TOP-2S
325,190,40.5,3726,SM8 TOP-2S
252,71,6,420,SM8 TOP-2S
184,108,32.5,2535,SM8 TOP-2S
207,52,31,1798,SM8 TOP-2S
447,164,110,7920,SM8 TOP-2S
334,102,50,3550,SM8 TOP-2S
142,29,13,988,SM8 TOP-2S
429,192,91,7644,SM8 TOP-2S
148,77,19,1710,SM8 TOP-2S
337,131,81,6885,SM8 TOP-2S
391,99,31,2728,SM8 TOP-2S
361,186,73,5548,SM8 TOP-2S
361,195,68,5984,SM8 TOP-2S
182,43,19,1539,SM8 TOP-2S
241,179,46,3680,SM8 TOP-2S
589,177,79,711,SM8 TOP-2S
358,86,17,1224,SM8 TOP-2S
183,110,36.5,3139,SM8 TOP-2S
234,70,37.5,2850,SM8 TOP-2S
385,125,33.5,2613,SM8 TOP-2S
252,96,39.5,2923,SM8 TOP-2S
166,63,25,2225,SM8 TOP-2S
482,180,75,6225,SM8 TOP-2S
170,50,23,1978,SM8 TOP-2S
398,156,67,5360,SM8 TOP-2S
672,171,73.5,5586,SM8 TOP-2S
484,199,118.5,9124.5,SM8 TOP-2S
685,132,45.5,3958.5,SM8 TOP-2S
563,142,78.5,4317.5,SM8 TOP-2S
265,75,18.5,1295,SM8 TOP-2S
510,63,40,1960,SM8 TOP-2S
215,121,41.5,3486,SM8 TOP-2S
177,61,27.5,2062.5,SM8 TOP-2S
178,44,26,1612,SM8 TOP-2S
254,73,39,2340,SM8 TOP-2S
210,83,27.5,1980,SM8 TOP-2S
355,90,46,2392,SM8 TOP-2S
356,136,66,5280,SM8 TOP-2S
469,120,88,5456,SM8 TOP-2S
584,222,110,8580,SM8 TOP-2S
276,50,19,1368,SM8 TOP-2S
122,24,5.5,357.5,SM8 TOP-2S
237,124,30.5,2562,SM8 TOP-2S
173,44,30,2100,SM8 TOP-2S
362,145,172,14448,SM8 TOP-2S
207,67,18.5,1517,SM8 TOP-2S
173,60,25.5,1989,SM8 TOP-2S
250,75,25,1975,SM8 TOP-2S
272,152,29.5,2360,SM8 TOP-2S
247,54,21,1554,SM8 TOP-2S
246,70,38,2394,SM8 TOP-2S
228,18.5,33,2541,SM8 TOP-2S
477,116,71.5,7007,SM8 TOP-2S
420,124,59,4956,SM8 TOP-2S
368,107,35.5,2662.5,SM8 TOP-2S
363,109,62,4216,SM8 TOP-2S
625,175,38,2964,SM8 TOP-2S
171,50,25,1950,SM8 TOP-2S
298,161,54,4212,SM8 TOP-2S
298,95,37.5,2475,SM8 TOP-2S
316,114,46,3818,SM8 TOP-2S
180,99,31.5,2394,SM8 TOP-2S
276,72,17,1343,SM8 TOP-2S
202,59,26,2028,SM8 TOP-2S
196,67,26,1976,SM8 TOP-2S
203,102,37.5,3000,SM8 TOP-2S
231,76,39.5,2765,SM8 TOP-2S
222,63,25.5,1836,SM8 TOP-2S
382,116,30.5,2623,SM8 TOP-2S
282,60,22.5,1822.5,SM8 TOP-2S
187,55,31.5,2110.5,SM8 TOP-2S
274,109,30.5,2348.5,SM8 TOP-2S
333,177,39.5,3239,SM8 TOP-2S
347,160,32,2496,SM8 TOP-2S
223,68,44,3080,SM8 TOP-2S
252,65,33.5,2412,SM8 TOP-2S
298,62,26.5,1828.5,SM8 TOP-2S
277,88,22.5,1822.5,SM8 TOP-2S
228,104,30,0,SM8 TOP-2S
464,395,116.5,8155,SM8 TOP-2S
198,103,34,2720,SM8 TOP-2S
277,85,78.5,6044.5,SM8 TOP-2S
143,39,18,1422,SM8 TOP-2S
141,42,11.5,828,SM8 TOP-2S
342,122,42,2436,SM8 TOP-2S
328,116,41,2542,SM8 TOP-2S
313,93,22.5,1890,SM8 TOP-2S
427,111,54,4752,SM8 TOP-2S
636,199,101.5,7917,SM8 TOP-2S
136,100,30,2280,SM8 TOP-2S
271,149,29,2378,SM8 TOP-2S
323,66,31,2697,SM8 TOP-2S
294,126,39,3159,SM8 TOP-2S
183,64,24,1896,SM8 TOP-2S
531,110,56,4312,SM8 TOP-2S
213,89,36,2952,SM8 TOP-2S
153,66,22,1760,SM8 TOP-2S
494,230,105,8400,SM8 TOP-2S
459,139,100,7000,SM8 TOP-2S
145,67,17,1360,SM8 TOP-2S
206,56,34.5,2346,SM8 TOP-2S
225,127,44.5,3426.5,SM8 TOP-2S
414,160,100,7200,SM8 TOP-2S
414,160,23,1748,SM8 TOP-2S
237,138,54,4104,SM8 TOP-2S
429,189,95,7315,SM8 TOP-2S
140,39,18,1404,SM8 TOP-2S
194,44,16,1024,SM8 TOP-2S
510,68,30,2310,SM8 TOP-2S
207,67,18.5,1535.5,SM8 TOP-2S
100,36,14,1106,SM8 TOP-2S
225,89,31,2418,SM8 TOP-2S
270,78,36,3528,SM8 TOP-2S
240,166,48,3744,SM8 TOP-2S
270,78,25,1850,SM8 TOP-2S
197,105,52.5,4252.5,SM8 TOP-2S
249,86,75,6600,SM8 TOP-2S
143,43,35,3150,SM8 TOP-2S
257,69,18,1386,SM8 TOP-2S
257,84,72,6336,SM8 TOP-2S
187,54,21.5,1591,SM8 TOP-2S
382,148,40,3400,SM8 TOP-2S
453,200,79.5,6042,SM8 TOP-2S
341,91,44,2992,SM8 TOP-2S
207,77,37,2442,SM8 TOP-2S
200,67,34.5,2656.5,SM8 TOP-2S
329,109,74,5698,SM8 TOP-2S
184,51,22,1452,SM8 TOP-2S
152,50,15.5,1209,SM8 TOP-2S
568,189,102,8364,SM8 TOP-2S
156,53,29,2262,SM8 TOP-2S
241,77,45,3240,SM8 TOP-2S
178,74,33.5,1809,SM8 TOP-2S
342,124,51,4743,SM8 TOP-2S
200,112,36,2952,SM8 TOP-2S
294,76,36,2664,SM8 TOP-2S
317,174,36.5,3029.5,SM8 TOP-2S
270,63,17.5,1102.5,SM8 TOP-2S
531,257,106,8904,SM8 TOP-2S
201,151,105,9240,SM8 TOP-2S
214,109,30,2760,SM8 TOP-2S
197,60,18.5,1480,SM8 TOP-2S
642,138,92,6072,SM8 TOP-2S
146,81,25,2000,SM8 TOP-2S
193,77,24.5,2107,SM8 TOP-2S
190,60,20,1620,SM8 TOP-2S
263,114,47,3854,SM8 TOP-2S
499,142,80,4320,SM8 TOP-2S
170,45,19.5,1521,SM8 TOP-2S
237,124,51,3723,SM8 TOP-2S
263,113,49,4018,SM8 TOP-2S
174,110,40,3280,SM8 TOP-2S
414,159,41,0,SM8 TOP-2S
432,139,34.5,2484,SM8 TOP-2S
189,58,16.5,1320,SM8 TOP-2S
488,216,96,0,SM8 TOP-2S
368,168,67.5,5872.5,SM8 TOP-2S
462,75,28,2184,SM8 TOP-2S
352,74,15,1035,SM8 TOP-2S
324,63,33,2508,SM8 TOP-2S
402,231,84.5,6675.5,SM8 TOP-2S
248,65,33.5,2412,SM8 TOP-2S
461,111,25,2025,SM8 TOP-2S
246,83,71.5,6363.5,SM8 TOP-2S
232,82,37,2849,SM8 TOP-2S
362,235,110,10230,SM8 TOP-2S
148,34,17,1190,SM8 TOP-2S
148,34,18.5,1295,SM8 TOP-2S
152,50,13.5,1026,SM8 TOP-2S
368,105,46,4002,SM8 TOP-2S
226,107,33,2541,SM8 TOP-2S
135,58,17,1360,SM8 TOP-2S
316,74,38,2888,SM8 TOP-2S
166,63,24,1824,SM8 TOP-2S
157,33,7,511,SM8 TOP-2S
438,219,109,10028,SM8 TOP-2S
231,75,39.5,2725.5,SM8 TOP-2S
356,103,31,2139,SM8 TOP-2S
451,182,99,7029,SM8 TOP-2S
180,47,23.5,1668.5,SM8 TOP-2S
180,48,26,1742,SM8 TOP-2S
230,67,30.5,2257,SM8 TOP-2S
341,197,100,7800,SM8 TOP-2S
470,125,100,0,SM8 TOP-2S
506,195,78,0,SM8 TOP-2S
285,108,39,3120,SM8 TOP-2S
230,139,46,3496,SM8 TOP-2S
413,64,16.5,1188,SM8 TOP-2S
245,76,37,2812,SM8 TOP-2S
221,95,41,2624,SM8 TOP-2S
215,80,42,2940,SM8 TOP-2S
209,91,31.5,2425.5,SM8 TOP-2S
187,53,22.5,1732.5,SM8 TOP-2S
231,75,32.5,2470,SM8 TOP-2S
124,51,17,1445,SM8 TOP-2S
186,97,35,2590,SM8 TOP-2S
207,93,46,3864,SM8 TOP-2S
227,89,31,2108,SM8 TOP-2S
254,99,79,6478,SM8 TOP-2S
650,200,110,7260,SM8 TOP-2S
187,64,24,1608,SM8 TOP-2S
216,93,29.5,2242,SM8 TOP-2S
569,126,74,6068,SM8 TOP-2S
422,279,132,10560,SM8 TOP-2S
309,39,24,1800,SM8 TOP-2S
259,58,19,1558,SM8 TOP-2S
180,67,28,2268,SM8 TOP-2S
318,92,105,7770,SM8 TOP-2S
191,53,24.5,1739.5,SM8 TOP-2S
322,182,34.5,2967,SM8 TOP-2S
198,54,35,2485,SM8 TOP-2S
139,31,13,975,SM8 TOP-2S
193,49,22.5,1575,SM8 TOP-2S
420,230,105,9450,SM8 TOP-2S
188,65,55.5,4440,SM8 TOP-2S
425,165,107,9202,SM8 TOP-2S
311,75,38,2926,SM8 TOP-2S
182,39,29,2320,SM8 TOP-2S
247,111,57,3534,SM8 TOP-2S
161,39,19,1482,SM8 TOP-2S
184,85,31.5,2709,SM8 TOP-2S
339,158,42,3360,SM8 TOP-2S
252,77,49,3185,SM8 TOP-2S
214,69,34.5,2553,SM8 TOP-2S
281,119,45,3465,SM8 TOP-2S
331,52,23,1725,SM8 TOP-2S
387,177,100,7600,SM8 TOP-2S
502,184,68,5848,SM8 TOP-2S
375,65,17,1360,SM8 TOP-2S
375,136,89,7120,SM8 TOP-2S
282,102,33,2541,SM8 TOP-2S
372,118,36,2700,SM8 TOP-2S
411,122,20,1600,SM8 TOP-2S
345,105,27.5,2337.5,SM8 TOP-2S
414,142,34,2618,SM8 TOP-2S
229,153,43,3784,SM8 TOP-2S
422,68,41,3690,SM8 TOP-2S
254,91,21.5,1741.5,SM8 TOP-2S
314,93,42,3528,SM8 TOP-2S
221,78,31,2480,SM8 TOP-2S
279,78,31,2077,SM8 TOP-2S
247,60,21,1554,SM8 TOP-2S
206,40,7.5,600,SM8 TOP-2S
203,76,29,2146,SM8 TOP-2S
165,57,23.5,1715.5,SM8 TOP-2S
358,129,78,5616,SM8 TOP-2S
182,44,23,1564,SM8 TOP-2S
148,83,25,2050,SM8 TOP-2S
193,76,24,2040,SM8 TOP-2S
184,84,32,2752,SM8 TOP-2S
230,98,40,3040,SM8 TOP-2S
285,72,42,2646,SM8 TOP-2S
145,67,17.5,1400,SM8 TOP-2S
388,214,174,14616,SM8 TOP-2S
425,165,107,9202,SM8 TOP-2S
255,144,33,2970,SM8 TOP-2S
256,70,29,1827,SM8 TOP-2S
389,194,77,6622,SM8 TOP-2S
189,56,23.5,1809.5,SM8 TOP-2S
453,77,29.5,2301,SM8 TOP-2S
173,56,60,2520,SM8 TOP-2S
435,61,25.5,1734,SM8 TOP-2S
311,196,45,3420,SM8 TOP-2S
181,47,23,1702,SM8 TOP-2S
222,82,30,2340,SM8 TOP-2S
193,50,24.5,1764,SM8 TOP-2S
285,123,47,4089,SM8 TOP-2S
218,68,44.5,2981.5,SM8 TOP-2S
643,157,91,6825,SM8 TOP-2S
371,121,82,4920,SM8 TOP-2S
189,56,23.5,1833,SM8 TOP-2S
222,86,46,3358,SM8 TOP-2S
163,71,17.5,1172.5,SM8 TOP-2S
532,226,96,8640,SM8 TOP-2S
210,66,36,2808,SM8 TOP-2S
213,55,22.5,1440,SM8 TOP-2S
208,97,27,2052,SM8 TOP-2S
185,86,21,1428,SM8 TOP-2S
386,140,103,7210,SM8 TOP-2S
360,150,39.5,2528,SM8 TOP-2S
195,103,47,3807,SM8 TOP-2S
618,149,37,2738,SM8 TOP-2S
196,56,16.5,1204.5,SM8 TOP-2S
261,135,8,632,SM8 TOP-2S
438,124,106,6996,SM8 TOP-2S
205,78,25.5,1708.5,SM8 TOP-2S
168,85,33,2640,SM8 TOP-2S
236,115,28,2268,SM8 TOP-2S
185,83,38,2812,SM8 TOP-2S
204,55,41.5,2490,SM8 TOP-2S
219,82,39,2847,SM8 TOP-2S
619,160,42,3108,SM8 TOP-2S
274,78,29.5,2360,SM8 TOP-2S
166,42,12.5,1000,SM8 TOP-2S
618,157,36.5,2701,SM8 TOP-2S
125,47,16,1120,SM8 TOP-2S
169,55,24,1728,SM8 TOP-2S
160,43,6,420,SM8 TOP-2S
204,78,25,1750,SM8 TOP-2S
215,41,19,1292,SM8 TOP-2S
198,79,25,1700,SM8 TOP-2S
182,84,48.5,3880,SM8 TOP-2S
178,83,25,1775,SM8 TOP-2S
190,61,30,2220,SM8 TOP-2S
230,59,21,1470,SM8 TOP-2S
158,56,41.5,2656,SM8 TOP-2S
190,48,18.5,1332,SM8 TOP-2S
169,65,28,2100,SM8 TOP-2S
210,73,34.5,2656.5,SM8 TOP-2S
269,105,36,2592,SM8 TOP-2S
337,113,32,2464,SM8 TOP-2S
299,15,39,2808,SM8 TOP-2S
164,61,23,1748,SM8 TOP-2S
165,67,27.5,2090,SM8 TOP-2S
356,93,48,3744,SM8 TOP-2S
177,89,31,2170,SM8 TOP-2S
196,87,38,2622,SM8 TOP-2S
220,92,31,2046,SM8 TOP-2S
176,54,22.5,1597.5,SM8 TOP-2S
203,71,30,2340,SM8 TOP-2S
222,77,36.5,2701,SM8 TOP-2S
323,130,37,2590,SM8 TOP-2S
328,129,34,2516,SM8 TOP-2S
222,54,19.5,1521,SM8 TOP-2S
340,74,25,1700,SM8 TOP-2S
442,79,45,3195,SM8 TOP-2S
386,178,106,6784,SM8 TOP-2S
344,81,33,2442,SM8 TOP-2S
250,49,18.5,1184,SM8 TOP-2S
174,57,25,1800,SM8 TOP-2S
503,105,43,2752,SM8 TOP-2S
185,53,31,2046,SM8 TOP-2S
246,61,20,1400,SM8 TOP-2S
206,96,37,2738,SM8 TOP-2S
311,139,37,2664,SM8 TOP-2S
467,164,77,5852,SM8 TOP-2S
336,104,32.5,2145,SM8 TOP-2S
198,74,33.5,2311.5,SM8 TOP-2S
404,112,39,2691,SM8 TOP-2S
184,82,46,3220,SM8 TOP-2S
253,151,42,3444,SM8 TOP-2S
379,74,38,2508,SM8 TOP-2S
411,97,54.5,4142,SM8 TOP-2S
265,140,12,876,SM8 TOP-2S
156,71,30,2220,SM8 TOP-2S
205,51,24,1560,SM8 TOP-2S
176,71,23,1886,SM8 TOP-2S
178,83,23,1656,SM8 TOP-2S
218,63,54,4482,SM8 TOP-2S
207,66,31,2170,SM8 TOP-2S
387,156,99,6930,SM8 TOP-2S
300,80,42,2646,SM8 TOP-2S
306,143,36,2628,SM8 TOP-2S
152,67,32.5,1625,SM8 TOP-2S
585,170,105,7035,SM8 TOP-2S
171,66,27.5,2035,SM8 TOP-2S
170,74,39,3081,SM8 TOP-2S
347,101,33,2706,SM8 TOP-2S
241,102,39.5,2923,SM8 TOP-2S
215,63,54.5,4578,SM8 TOP-2S
311,144,35,2660,SM8 TOP-2S
188,84,26.5,2226,SM8 TOP-2S
195,107,30.5,2135,SM8 TOP-2S
195,107,32,2336,SM8 TOP-2S
382,189,135,9450,SM8 TOP-2S
430,111,34,2652,SM8 TOP-2S
199,52,35,2100,SM8 TOP-2S
227,62,22,1738,SM8 TOP-2S
189,81,29.5,2920.5,SM8 TOP-2S
187,84,45,3240,SM8 TOP-2S
253,95,75.5,7399,SM8 TOP-2S
313,151,35,2520,SM8 TOP-2S
306,149,81,5832,SM8 TOP-2S
382,228,97,8148,SM8 TOP-2S
247,83,18.5,1350.5,SM8 TOP-2S
127,47,13.5,999,SM8 TOP-2S
312,80,28,2184,SM8 TOP-2S
311,150,35.5,2698,SM8 TOP-2S
374,202,42,3276,SM8 TOP-2S
311,145,34,2516,SM8 TOP-2S
382,192,135,9450,SM8 TOP-2S
514,108,22.5,1462.5,SM8 TOP-2S
311,144,35,2660,SM8 TOP-2S
287,58,34,2312,SM8 TOP-2S
319,83,29,2320,SM8 TOP-2S
328,95,29,1914,SM8 TOP-2S
287,87,20,1360,SM8 TOP-2S
145,60,24,1920,SM8 TOP-2S
123,46,14.5,1160,SM8 TOP-2S
169,132,51,4080,SM8 TOP-2S
323,130,37,2590,SM8 TOP-2S
179,54,30,2100,SM8 TOP-2S
178,80,45,3555,SM8 TOP-2S
252,65,30,1920,SM8 TOP-2S
178,80,29.5,2212.5,SM8 TOP-2S
264,101,45,3510,SM8 TOP-2S
333,80,32,2272,SM8 TOP-2S
202,60,26.5,2067,SM8 TOP-2S
196,56,16.5,1204.5,SM8 TOP-2S
240,133,36.5,2737.5,SM8 TOP-2S
333,85,36,2340,SM8 TOP-2S
326,87,30.5,2409.5,SM8 TOP-2S
399,114,92,5428,SM8 TOP-2S
285,65,34,2312,SM8 TOP-2S
229,86,18,1260,SM8 TOP-2S
234,58,20.5,1640,SM8 TOP-2S
527,174,100,6200,SM8 TOP-2S
174,48,28,1736,SM8 TOP-2S
158,56,41.5,2656,SM8 TOP-2S
232,111,27,2160,SM8 TOP-2S
347,52,15,1095,SM8 TOP-2S
200,90,34.5,2760,SM8 TOP-2S
641,178,106,10388,SM8 TR1
690,270,105.5,9917,SM8 TR1
435,125,37,3256,SM8 TR1
556,133,39,3393,SM8 TR1
171,43,9,810,SM8 TR1
580,221,97,8342,SM8 TR1
665,231,89.5,7518,SM8 TR1
680,223,93.5,7667,SM8 TR1
383,113,34,2890,SM8 TR1
171,38,8.5,714,SM8 TR1
554,148,33.5,2713.5,SM8 TR1
276,104,39,2730,SM8 TOP-2S
266,98,57,4104,SM8 TOP-2S
300,92,72,5760,SM8 TOP-2S
565,103,80,6160,SM8 TOP-2S
259,87,23,1702,SM8 TOP-2S
249,90,70.5,6768,SM8 TOP-2S
365,117,35.5,2911,SM8 TOP-2S
370,135,35,2695,SM8 TOP-2S
280,60,19,1292,SM8 TOP-2S
454,201,77,6776,SM8 TOP-2S
613,183,140,6580,SM8 TOP-2S
467,205,124,9548,SM8 TOP-2S
180,48,24,1776,SM8 TOP-2S
583,142,78.5,4317.5,SM8 TOP-2S
97,20,4,288,SM8 TOP-2S
183,64,24,2112,SM8 TOP-2S
172,49,10,760,SM8 TOP-2S
594,177,110,8140,SM8 TOP-2S
333,119,65,4290,SM8 TOP-2S
392,146,74.5,4395.5,SM8 TOP-2S
305,99,62,5084,SM8 TOP-2S
211,89,30,2460,SM8 TOP-2S
275,81,35,2310,SM8 TOP-2S
337,187,40,3640,SM8 TOP-2S
360,130,45,4140,SM8 TOP-2S
515,189,66,5874,SM8 TOP-2S
532,140,86,7396,SM8 TOP-2S
345,170,42,3612,SM8 TOP-2S
231,65,35,2590,SM8 TOP-2S
300,223,31,2480,SM8 TOP-2S
223,147,30,2340,SM8 TOP-2S
309,136,42,3024,SM8 TOP-2S
241,128,36.5,3285,SM8 TOP-2S
180,50,23.5,1927,SM8 TOP-2S
324,126,40,3400,SM8 TOP-2S
376,224,104,7176,SM8 TOP-2S
339,141,41.5,2739,SM8 TOP-2S
292,171,28,2296,SM8 TOP-2S
337,123,354.5,25524,SM8 TOP-2S
429,144,82,6806,SM8 TOP-2S
201,51,22,1474,SM8 TOP-2S
276,157,28.5,2508,SM8 TOP-2S
267,88,16.5,1287,SM8 TOP-2S
394,153,101,7878,SM8 TOP-2S
608,235,105,8820,SM8 TOP-2S
305,98,54,3456,SM8 TOP-2S
172,71,25.5,2040,SM8 TOP-2S
355,126,68,5576,SM8 TOP-2S
408,212,54,4428,SM8 TOP-2S
195,104,22,1848,SM8 TOP-2S
350,204,40,3840,SM8 TOP-2S
574,143,102,5916,SM8 TOP-2S
151,90,26,2340,SM8 TOP-2S
243,150,56.5,4746,SM8 TOP-2S
435,147,54,4104,SM8 TOP-2S
278,96,31,2604,SM8 TOP-2S
326,195,36,3312,SM8 TOP-2S
631,205,72,6696,SM8 TOP-2S
331,69,23,1932,SM8 TOP-2S
163,31,14,1162,SM8 TOP-2S
368,127,86,5676,SM8 TOP-2S
337,114,70,5040,SM8 TOP-2S
302,94,41,2829,SM8 TOP-2S
220,81,38,3268,SM8 TOP-2S
126,60,13,1066,SM8 TOP-2S
363,117,33,2508,SM8 TOP-2S
285,97,24,2064,SM8 TOP-2S
325,122,73.5,7056,SM8 TOP-2S
230,112,33.5,2814,SM8 TOP-2S
183,66,26,2132,SM8 TOP-2S
271,97,25,1900,SM8 TOP-2S
237,106,38,2812,SM8 TOP-2S
111,40,16,928,SM8 TOP-2S
454,240,134,11926,SM8 TOP-2S
134,49,12,1116,SM8 TOP-2S
188,109,32,2496,SM8 TOP-2S
345,170,42,3612,SM8 TOP-2S
372,106,44.5,3248.5,SM8 TOP-2S
672,202,100,8000,SM8 TOP-2S
176,52,23,1679,SM8 TOP-2S
333,125,70,5600,SM8 TOP-2S
411,25,73.5,6468,SM8 TOP-2S
534,165,110,7700,SM8 TOP-2S
214,75,38,3116,SM8 TOP-2S
178,48,19,1368,SM8 TOP-2S
219,70,25.5,2040,SM8 TOP-2S
363,242,86.5,7871.5,SM8 TOP-2S
333,112,72,5976,SM8 TOP-2S
140,61,14,1162,SM8 TOP-2S
438,164,108,7992,SM8 TOP-2S
285,96,52,3952,SM8 TOP-2S
181,70,27.5,2337.5,SM8 TOP-2S
384,170,74,5032,SM8 TOP-2S
204,59,32.5,2210,SM8 TOP-2S
434,187,110,7700,SM8 TOP-2S
171,65,26,2080,SM8 TOP-2S
230,82,38.5,2695,SM8 TOP-2S
416,161,78.5,5259.5,SM8 TOP-2S
326,97,56,3640,SM8 TOP-2S
253,62,49.5,3168,SM8 TOP-2S
149,87,25,2275,SM8 TOP-2S
334,72,20.5,1722,SM8 TOP-2S
449,198,92,8464,SM8 TOP-2S
329,98,40,2760,SM8 TOP-2S
482,70,16,1184,SM8 TOP-2S
656,131,59,5074,SM8 TOP-2S
283,120,31,2542,SM8 TOP-2S
435,147,54,4104,SM8 TOP-2S
308,69,20,1700,SM8 TOP-2S
363,163,33,2376,SM8 TOP-2S
263,78,18,1368,SM8 TOP-2S
418,318,86,7654,SM8 TOP-2S
579,306,49,4312,SM8 TOP-2S
308,90,33.5,2479,SM8 TOP-2S
422,136,20,1700,SM8 TOP-2S
362,142,37,2368,SM8 TOP-2S
228,168,37,2886,SM8 TOP-2S
326,94,21,1743,SM8 TOP-2S
203,68,22.5,1755,SM8 TOP-2S
488,129,90,8280,SM8 TOP-2S
570,116,42,3528,SM8 TOP-2S
203,53,25,1775,SM8 TOP-2S
270,80,17,1394,SM8 TOP-2S
289,43,18,1368,SM8 TOP-2S
159,46,20,1320,SM8 TOP-2S
329,113,63,4725,SM8 TOP-2S
339,157,43.5,2914.5,SM8 TOP-2S
172,59,8.5,705.5,SM8 TOP-2S
252,66,20,1400,SM8 TOP-2S
408,131,29.5,1917.5,SM8 TOP-2S
208,97,36.5,3358,SM8 TOP-2S
554,235,97,9409,SM8 TOP-2S
614,234,88,7480,SM8 TOP-2S
314,56,26,2236,SM8 TOP-2S
326,195,36,3312,SM8 TOP-2S
479,87,30.5,2562,SM8 TOP-2S
312,111,61,4453,SM8 TOP-2S
123,34,9,666,SM8 TOP-2S
393,255,98.5,8372.5,SM8 TOP-2S
213,73,39,3198,SM8 TOP-2S
188,106,34.5,2691,SM8 TOP-2S
200,72,26.5,1802,SM8 TOP-2S
174,55,25.5,2065.5,SM8 TOP-2S
250,119,35.5,0,SM8 TOP-2S
170,18.5,23.5,1903.5,SM8 TOP-2S
199,57,27.5,1925,SM8 TOP-2S
206,80,35.5,1988,SM8 TOP-2S
450,240,110,7150,SM8 TOP-2S
339,65,27,2106,SM8 TOP-2S
241,89,42,3486,SM8 TOP-2S
451,185,113,8249,SM8 TOP-2S
383,148,78.5,5338,SM8 TOP-2S
327,123,69,6624,SM8 TOP-2S
165,44,22,1760,SM8 TOP-2S
368,106,52,3328,SM8 TOP-2S
569,188,88,7744,SM8 TOP-2S
375,117,61,3843,SM8 TOP-2S
409,211,38,3040,SM8 TOP-2S
319,112,61,4880,SM8 TOP-2S
311,159,24,1776,SM8 TOP-2S
461,167,78,6318,SM8 TOP-2S
176,93,24,1896,SM8 TOP-2S
435,147,54,4104,SM8 TOP-2S
471,86,29.5,2448.5,SM8 TOP-2S
473,217,46,3450,SM8 TOP-2S
337,193,41.5,3029.5,SM8 TOP-2S
445,74,33,2145,SM8 TOP-2S
504,272,110,10120,SM8 TOP-2S
216,95,31.5,2898,SM8 TOP-2S
348,203,41.5,3403,SM8 TOP-2S
227,96,36,2952,SM8 TOP-2S
303,89,23,1633,SM8 TOP-2S
485,122,17,1122,SM8 TOP-2S
263,101,23,2001,SM8 TOP-2S
338,194,36,3240,SM8 TOP-2S
321,102,35.5,2627,SM8 TOP-2S
333,143,71,7100,SM8 TOP-2S
193,77,30,2280,SM8 TOP-2S
452,198,97,6014,SM8 TOP-2S
314,65,68,5644,SM8 TOP-2S
125,22,9.5,731.5,SM8 TOP-2S
174,48,21,1386,SM8 TOP-2S
204,60,35,3045,SM8 TOP-2S
378,125,80,4960,SM8 TOP-2S
271,98,24,1728,SM8 TOP-2S
234,73,49,3920,SM8 TOP-2S
326,195,36,3312,SM8 TOP-2S
239,123,39,3198,SM8 TOP-2S
361,162,72,5904,SM8 TOP-2S
190,135,28,2408,SM8 TOP-2S
184,76,23,2070,SM8 TOP-2S
264,85,45,3510,SM8 TOP-2S
438,148,98,7056,SM8 TOP-2S
202,50,22,1540,SM8 TOP-2S
342,87,43,3526,SM8 TOP-2S
486,183,68.5,6233.5,SM8 TOP-2S
312,105,48.5,3977,SM8 TOP-2S
427,151,64.5,5611.5,SM8 TOP-2S
291,125,31.5,2646,SM8 TOP-2S
350,204,40,3840,SM8 TOP-2S
241,72,36,2880,SM8 TOP-2S
405,191,32.5,2437.5,SM8 TOP-2S
289,114,41,2993,SM8 TOP-2S
299,122,62,4588,SM8 TOP-2S
418,320,87,7743,SM8 TOP-2S
197,117,27.5,2145,SM8 TOP-2S
125,38,15,1290,SM8 TOP-2S
385,65,16,1328,SM8 TOP-2S
125,41,13,1196,SM8 TOP-2S
259,106,72.5,7250,SM8 TOP-2S
461,298,124,10540,SM8 TOP-2S
300,150,71,5964,SM8 TOP-2S
684,225,76.5,7879.5,SM8 TOP-2S
351,169,90,7650,SM8 TOP-2S
655,189,42.5,3825,SM8 TOP-2S
383,129,64.5,3741,SM8 TOP-2S
543,199,125,8750,SM8 TOP-2S
334,89,22,1496,SM8 TOP-2S
224,107,36,2952,SM8 TOP-2S
187,76,48.5,4559,SM8 TOP-2S
392,146,74.5,4395.5,SM8 TOP-2S
419,91,102,8874,SM8 TOP-2S
283,160,28.5,2508,SM8 TOP-2S
292,169,98,5096,SM8 TOP-2S
586,177,100,7200,SM8 TOP-2S
333,117,65,4290,SM8 TOP-2S
351,126,72,4752,SM8 TOP-2S
327,81,40,3160,SM8 TOP-2S
329,82,39,3120,SM8 TOP-2S
325,111,62,4960,SM8 TOP-2S
200,61,23,1794,SM8 TOP-2S
252,74,23,2323,SM8 TOP-2S
333,224,100,8200,SM8 TOP-2S
409,212,15,1230,SM8 TOP-2S
175,91,26,2184,SM8 TOP-2S
129,51,13.5,1134,SM8 TOP-2S
240,85,42.5,3315,SM8 TOP-2S
486,183,75,6825,SM8 TOP-2S
